Transcript Cluster ID	Gene Title	Gene Symbol	Entrez Gene ID	Cytoband	GO Description	Transcript Classification
7893418	---	---	---	---	---	---
7893424	---	---	---	---	---	---
7893431	---	---	---	---	---	---
7893437	---	---	---	---	---	---
7893450	---	---	---	---	---	---
7893456	---	---	---	---	---	---
7893463	---	---	---	---	---	---
7893469	---	---	---	---	---	---
7893482	---	---	---	---	---	---
7893488	---	---	---	---	---	---
7893495	---	---	---	---	---	---
7893501	---	---	---	---	---	---
7893514	---	---	---	---	---	---
7893520	---	---	---	---	---	---
7893533	---	---	---	---	---	---
7893546	---	---	---	---	---	---
7893552	---	---	---	---	---	---
7893565	---	---	---	---	---	---
7893578	---	---	---	---	---	---
7893584	---	---	---	---	---	---
7893597	---	---	---	---	---	---
7893610	---	---	---	---	---	---
7893616	---	---	---	---	---	---
7893629	---	---	---	---	---	---
7893642	---	---	---	---	---	---
7893648	---	---	---	---	---	---
7893661	---	---	---	---	---	---
7893674	---	---	---	---	---	---
7893681	---	---	---	---	---	---
7893694	---	---	---	---	---	---
7893707	---	---	---	---	---	---
7893713	---	---	---	---	---	---
7893726	---	---	---	---	---	---
7893739	---	---	---	---	---	---
7893745	---	---	---	---	---	---
7893758	---	---	---	---	---	---
7893771	---	---	---	---	---	---
7893777	---	---	---	---	---	---
7893790	---	---	---	---	---	---
7893803	---	---	---	---	---	---
7893809	---	---	---	---	---	---
7893822	---	---	---	---	---	---
7893835	---	---	---	---	---	---
7893841	---	---	---	---	---	---
7893855	---	---	---	---	---	---
7893868	---	---	---	---	---	---
7893874	---	---	---	---	---	---
7893887	---	---	---	---	---	---
7893900	---	---	---	---	---	---
7893907	---	---	---	---	---	---
7893920	---	---	---	---	---	---
7893933	---	---	---	---	---	---
7893939	---	---	---	---	---	---
7893952	---	---	---	---	---	---
7893965	---	---	---	---	---	---
7893971	---	---	---	---	---	---
7893984	---	---	---	---	---	---
7893997	---	---	---	---	---	---
7894003	---	---	---	---	---	---
7894016	---	---	---	---	---	---
7894029	---	---	---	---	---	---
7894035	---	---	---	---	---	---
7894048	---	---	---	---	---	---
7894061	---	---	---	---	---	---
7894067	---	---	---	---	---	---
7894080	---	---	---	---	---	---
7894093	---	---	---	---	---	---
7894099	---	---	---	---	---	---
7894112	---	---	---	---	---	---
7894125	---	---	---	---	---	---
7894132	---	---	---	---	---	---
7894139	---	---	---	---	---	---
7894145	---	---	---	---	---	---
7894158	---	---	---	---	---	---
7894165	---	---	---	---	---	---
7894172	---	---	---	---	---	---
7894178	---	---	---	---	---	---
7894191	---	---	---	---	---	---
7894197	---	---	---	---	---	---
7894204	---	---	---	---	---	---
7894210	---	---	---	---	---	---
7894223	---	---	---	---	---	---
7894229	---	---	---	---	---	---
7894236	---	---	---	---	---	---
7894242	---	---	---	---	---	---
7894255	---	---	---	---	---	---
7894262	---	---	---	---	---	---
7894269	---	---	---	---	---	---
7894275	---	---	---	---	---	---
7894288	---	---	---	---	---	---
7894294	---	---	---	---	---	---
7894301	---	---	---	---	---	---
7894307	---	---	---	---	---	---
7894320	---	---	---	---	---	---
7894326	---	---	---	---	---	---
7894333	---	---	---	---	---	---
7894339	---	---	---	---	---	---
7894353	---	---	---	---	---	---
7894359	---	---	---	---	---	---
7894366	---	---	---	---	---	---
7894372	---	---	---	---	---	---
7894385	---	---	---	---	---	---
7894391	---	---	---	---	---	---
7894398	---	---	---	---	---	---
7894404	---	---	---	---	---	---
7894417	---	---	---	---	---	---
7894423	---	---	---	---	---	---
7894431	---	---	---	---	---	---
7894437	---	---	---	---	---	---
7894450	---	---	---	---	---	---
7894456	---	---	---	---	---	---
7894463	---	---	---	---	---	---
7894469	---	---	---	---	---	---
7894482	---	---	---	---	---	---
7894488	---	---	---	---	---	---
7894495	---	---	---	---	---	---
7894501	---	---	---	---	---	---
7894514	---	---	---	---	---	---
7894520	---	---	---	---	---	---
7894527	---	---	---	---	---	---
7894533	---	---	---	---	---	---
7894546	---	---	---	---	---	---
7894552	---	---	---	---	---	---
7894559	---	---	---	---	---	---
7894565	---	---	---	---	---	---
7894578	---	---	---	---	---	---
7894584	---	---	---	---	---	---
7894592	---	---	---	---	---	---
7894598	---	---	---	---	---	---
7894611	---	---	---	---	---	---
7894617	---	---	---	---	---	---
7894624	---	---	---	---	---	---
7894630	---	---	---	---	---	---
7894643	---	---	---	---	---	---
7894649	---	---	---	---	---	---
7894656	---	---	---	---	---	---
7894662	---	---	---	---	---	---
7894675	---	---	---	---	---	---
7894681	---	---	---	---	---	---
7894689	---	---	---	---	---	---
7894696	---	---	---	---	---	---
7894709	---	---	---	---	---	---
7894715	---	---	---	---	---	---
7894722	---	---	---	---	---	---
7894728	---	---	---	---	---	---
7894742	---	---	---	---	---	---
7894748	---	---	---	---	---	---
7894755	---	---	---	---	---	---
7894761	---	---	---	---	---	---
7894774	---	---	---	---	---	---
7894780	---	---	---	---	---	---
7894787	---	---	---	---	---	---
7894793	---	---	---	---	---	---
7894806	---	---	---	---	---	---
7894812	---	---	---	---	---	---
7894819	---	---	---	---	---	---
7894825	---	---	---	---	---	---
7894838	---	---	---	---	---	---
7894845	---	---	---	---	---	---
7894852	---	---	---	---	---	---
7894858	---	---	---	---	---	---
7894871	---	---	---	---	---	---
7894877	---	---	---	---	---	---
7894884	---	---	---	---	---	---
7894890	---	---	---	---	---	---
7894903	---	---	---	---	---	---
7894909	---	---	---	---	---	---
7894916	---	---	---	---	---	---
7894922	---	---	---	---	---	---
7894935	---	---	---	---	---	---
7894941	---	---	---	---	---	---
7894948	---	---	---	---	---	---
7894954	---	---	---	---	---	---
7894967	---	---	---	---	---	---
7894973	---	---	---	---	---	---
7894980	---	---	---	---	---	---
7894986	---	---	---	---	---	---
7894999	---	---	---	---	---	---
7895005	---	---	---	---	---	---
7895012	---	---	---	---	---	---
7895018	---	---	---	---	---	---
7895031	---	---	---	---	---	---
7895037	---	---	---	---	---	---
7895044	---	---	---	---	---	---
7895050	---	---	---	---	---	---
7895063	---	---	---	---	---	---
7895069	---	---	---	---	---	---
7895076	---	---	---	---	---	---
7895083	---	---	---	---	---	---
7895096	---	---	---	---	---	---
7895102	---	---	---	---	---	---
7895109	---	---	---	---	---	---
7895115	---	---	---	---	---	---
7895128	---	---	---	---	---	---
7895134	---	---	---	---	---	---
7895141	---	---	---	---	---	---
7895147	---	---	---	---	---	---
7895160	---	---	---	---	---	---
7895166	---	---	---	---	---	---
7895179	---	---	---	---	---	---
7895192	---	---	---	---	---	---
7895198	---	---	---	---	---	---
7895211	---	---	---	---	---	---
7895224	---	---	---	---	---	---
7895230	---	---	---	---	---	---
7895243	---	---	---	---	---	---
7895256	---	---	---	---	---	---
7895262	---	---	---	---	---	---
7895275	---	---	---	---	---	---
7895288	---	---	---	---	---	---
7895294	---	---	---	---	---	---
7895307	---	---	---	---	---	---
7895320	---	---	---	---	---	---
7895326	---	---	---	---	---	---
7895339	---	---	---	---	---	---
7895352	---	---	---	---	---	---
7895358	---	---	---	---	---	---
7895371	---	---	---	---	---	---
7895384	---	---	---	---	---	---
7895390	---	---	---	---	---	---
7895403	---	---	---	---	---	---
7895416	---	---	---	---	---	---
7895422	---	---	---	---	---	---
7895436	---	---	---	---	---	---
7895449	---	---	---	---	---	---
7895455	---	---	---	---	---	---
7895468	---	---	---	---	---	---
7895481	---	---	---	---	---	---
7895487	---	---	---	---	---	---
7895500	---	---	---	---	---	---
7895513	---	---	---	---	---	---
7895519	---	---	---	---	---	---
7895532	---	---	---	---	---	---
7895545	---	---	---	---	---	---
7895551	---	---	---	---	---	---
7895564	---	---	---	---	---	---
7895577	---	---	---	---	---	---
7895583	---	---	---	---	---	---
7895596	---	---	---	---	---	---
7895609	---	---	---	---	---	---
7895615	---	---	---	---	---	---
7895628	---	---	---	---	---	---
7895641	---	---	---	---	---	---
7895647	---	---	---	---	---	---
7895660	---	---	---	---	---	---
7895673	---	---	---	---	---	---
7895679	---	---	---	---	---	---
7895692	---	---	---	---	---	---
7895705	---	---	---	---	---	---
7895711	---	---	---	---	---	---
7895724	---	---	---	---	---	---
7895737	---	---	---	---	---	---
7895743	---	---	---	---	---	---
7895756	---	---	---	---	---	---
7895769	---	---	---	---	---	---
7895776	---	---	---	---	---	---
7895783	---	---	---	---	---	---
7895789	---	---	---	---	---	---
7895802	---	---	---	---	---	---
7895808	---	---	---	---	---	---
7895815	---	---	---	---	---	---
7895821	---	---	---	---	---	---
7895834	---	---	---	---	---	---
7895840	---	---	---	---	---	---
7895847	---	---	---	---	---	---
7895853	---	---	---	---	---	---
7895866	---	---	---	---	---	---
7895872	---	---	---	---	---	---
7895879	---	---	---	---	---	---
7895885	---	---	---	---	---	---
7895899	---	---	---	---	---	---
7895905	---	---	---	---	---	---
7895912	---	---	---	---	---	---
7895918	---	---	---	---	---	---
7895931	---	---	---	---	---	---
7895937	---	---	---	---	---	---
7895945	---	---	---	---	---	---
7895951	---	---	---	---	---	---
7895964	---	---	---	---	---	---
7895970	---	---	---	---	---	---
7895977	---	---	---	---	---	---
7895983	---	---	---	---	---	---
7895996	---	---	---	---	---	---
7896002	---	---	---	---	---	---
7896009	---	---	---	---	---	---
7896015	---	---	---	---	---	---
7896028	---	---	---	---	---	---
7896034	---	---	---	---	---	---
7896041	---	---	---	---	---	---
7896049	---	---	---	---	---	---
7896062	---	---	---	---	---	---
7896068	---	---	---	---	---	---
7896075	---	---	---	---	---	---
7896081	---	---	---	---	---	---
7896094	---	---	---	---	---	---
7896100	---	---	---	---	---	---
7896107	---	---	---	---	---	---
7896113	---	---	---	---	---	---
7896126	---	---	---	---	---	---
7896132	---	---	---	---	---	---
7896139	---	---	---	---	---	---
7896145	---	---	---	---	---	---
7896158	---	---	---	---	---	---
7896164	---	---	---	---	---	---
7896171	---	---	---	---	---	---
7896177	---	---	---	---	---	---
7896190	---	---	---	---	---	---
7896196	---	---	---	---	---	---
7896203	---	---	---	---	---	---
7896209	---	---	---	---	---	---
7896222	---	---	---	---	---	---
7896228	---	---	---	---	---	---
7896235	---	---	---	---	---	---
7896241	---	---	---	---	---	---
7896254	---	---	---	---	---	---
7896260	---	---	---	---	---	---
7896267	---	---	---	---	---	---
7896273	---	---	---	---	---	---
7896286	---	---	---	---	---	---
7896292	---	---	---	---	---	---
7896299	---	---	---	---	---	---
7896305	---	---	---	---	---	---
7896318	---	---	---	---	---	---
7896324	---	---	---	---	---	---
7896331	---	---	---	---	---	---
7896337	---	---	---	---	---	---
7896350	---	---	---	---	---	---
7896356	---	---	---	---	---	---
7896363	---	---	---	---	---	---
7896369	---	---	---	---	---	---
7896382	---	---	---	---	---	---
7896388	---	---	---	---	---	---
7896395	---	---	---	---	---	---
7896401	---	---	---	---	---	---
7896414	---	---	---	---	---	---
7896420	---	---	---	---	---	---
7896427	---	---	---	---	---	---
7896434	---	---	---	---	---	---
7896447	---	---	---	---	---	---
7896453	---	---	---	---	---	---
7896460	---	---	---	---	---	---
7896466	---	---	---	---	---	---
7896479	---	---	---	---	---	---
7896485	---	---	---	---	---	---
7896492	---	---	---	---	---	---
7896498	---	---	---	---	---	---
7896511	---	---	---	---	---	---
7896517	---	---	---	---	---	---
7896524	---	---	---	---	---	---
7896530	---	---	---	---	---	---
7896545	---	---	---	---	---	---
7896551	---	---	---	---	---	---
7896558	---	---	---	---	---	---
7896565	---	---	---	---	---	---
7896578	---	---	---	---	---	---
7896584	---	---	---	---	---	---
7896591	---	---	---	---	---	---
7896597	---	---	---	---	---	---
7896610	---	---	---	---	---	---
7896616	---	---	---	---	---	---
7896623	---	---	---	---	---	---
7896629	---	---	---	---	---	---
7896642	---	---	---	---	---	---
7896648	---	---	---	---	---	---
7896655	---	---	---	---	---	---
7896661	---	---	---	---	---	---
7896674	---	---	---	---	---	---
7896680	---	---	---	---	---	---
7896687	---	---	---	---	---	---
7896693	---	---	---	---	---	---
7896706	---	---	---	---	---	---
7896712	---	---	---	---	---	---
7896719	---	---	---	---	---	---
7896725	---	---	---	---	---	---
7896750	---	---	---	1p36.33	---	---
7896779	kelch-like family member 17	KLHL17	339451	1p36.33	ubiquitin-protein transferase activity /// extracellular space /// brain development /// postsynaptic density /// actin cytoskeleton /// actin cytoskeleton /// protein ubiquitination /// protein ubiquitination /// actin cytoskeleton organization /// actin cytoskeleton organization /// cell junction /// POZ domain binding /// Cul3-RING ubiquitin ligase complex /// dendrite cytoplasm /// protein complex scaffold /// neuronal cell body /// postsynaptic membrane /// actin filament binding /// actin binding /// ubiquitin-protein transferase activity /// plasma membrane /// brain development /// brain development /// actin cytoskeleton /// actin cytoskeleton /// membrane /// protein ubiquitination /// actin cytoskeleton organization /// actin cytoskeleton organization /// Cul3-RING ubiquitin ligase complex /// dendrite cytoplasm /// dendrite cytoplasm /// protein complex scaffold /// synapse /// actin filament binding /// actin filament binding /// protein binding	full-length
7896865	tubulin tyrosine ligase-like family member 10	TTLL10	254173	1p36.33	protein binding /// ATP binding /// protein polyglycylation /// protein-glycine ligase activity /// nucleotide binding /// cellular protein modification process	full-length
7896929	von Willebrand factor A domain containing 1	VWA1	64856	1p36.33	basement membrane /// interstitial matrix /// extracellular space /// extracellular matrix organization /// identical protein binding /// behavioral response to pain /// extracellular exosome /// extracellular region /// proteinaceous extracellular matrix /// extracellular space /// extracellular matrix /// protein binding	full-length
7897078	retention in endoplasmic reticulum sorting receptor 1	RER1	11079	1p36.32	endoplasmic reticulum-Golgi intermediate compartment /// Golgi apparatus /// retrograde vesicle-mediated transport, Golgi to ER /// cell surface /// integral component of Golgi membrane /// acetylcholine receptor binding /// skeletal muscle acetylcholine-gated channel clustering /// positive regulation of establishment of protein localization to plasma membrane /// Golgi membrane /// molecular_function /// Golgi apparatus /// neuromuscular junction development /// membrane /// integral component of membrane	full-length
7897172	tumor protein p63 regulated 1-like	TPRG1L	127262	1p36.32	synaptic vesicle /// cell junction /// identical protein binding /// extracellular exosome /// molecular_function /// synaptic vesicle /// biological_process /// cytoplasmic vesicle /// synapse	full-length
7897263	ring finger protein 207	RNF207	388591	1p36.31	protein binding /// zinc ion binding /// positive regulation of gene expression /// Hsp70 protein binding /// ion channel binding /// perinuclear region of cytoplasm /// chaperone binding /// regulation of cardiac muscle contraction /// cell-cell signaling involved in cardiac conduction /// regulation of heart looping /// positive regulation of delayed rectifier potassium channel activity /// negative regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization /// positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization /// negative regulation of voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization /// intracellular /// metal ion binding /// protein binding	full-length
7897295	taste receptor, type 1, member 1	TAS1R1	80835	1p36.31	plasma membrane /// G-protein coupled receptor signaling pathway /// taste receptor activity /// integral component of membrane /// protein heterodimerization activity /// detection of chemical stimulus involved in sensory perception of taste /// detection of chemical stimulus involved in sensory perception of taste /// sensory perception of umami taste /// signal transducer activity /// G-protein coupled receptor activity /// plasma membrane /// signal transduction /// taste receptor activity /// membrane /// integral component of membrane /// response to stimulus /// sensory perception of taste /// sensory perception of umami taste	full-length
7897509	nicotinamide nucleotide adenylyltransferase 1	NMNAT1	64802	1p36.22	nicotinamide-nucleotide adenylyltransferase activity /// nicotinamide-nucleotide adenylyltransferase activity /// nicotinate-nucleotide adenylyltransferase activity /// protein binding /// ATP binding /// nucleus /// nucleoplasm /// vitamin metabolic process /// water-soluble vitamin metabolic process /// NAD biosynthetic process /// NAD metabolic process /// 'de novo' NAD biosynthetic process from aspartate /// small molecule metabolic process /// nucleotide binding /// nicotinamide-nucleotide adenylyltransferase activity /// catalytic activity /// nicotinate-nucleotide adenylyltransferase activity /// nucleus /// biosynthetic process /// NAD biosynthetic process /// transferase activity /// nucleotidyltransferase activity /// pyridine nucleotide biosynthetic process /// 'de novo' NAD biosynthetic process from aspartate	full-length
7897632	apoptosis-inducing, TAF9-like domain 1 /// APITD1-CORT readthrough /// cortistatin	APITD1 /// APITD1-CORT /// CORT	378708 /// 100526739 /// 1325	1p36.22	mitotic cell cycle /// resolution of meiotic recombination intermediates /// condensed chromosome kinetochore /// DNA binding /// chromatin binding /// double-stranded DNA binding /// protein binding /// nucleoplasm /// cytosol /// DNA repair /// DNA repair /// nucleosome assembly /// cellular response to DNA damage stimulus /// cellular response to DNA damage stimulus /// mitotic nuclear division /// small GTPase mediated signal transduction /// replication fork processing /// positive regulation of protein ubiquitination /// CENP-A containing nucleosome assembly /// interstrand cross-link repair /// Fanconi anaemia nuclear complex /// protein heterodimerization activity /// cell division /// FANCM-MHF complex /// chromosome, centromeric region /// kinetochore /// nucleus /// chromosome /// cell cycle /// G-protein coupled receptor binding /// neuropeptide hormone activity /// extracellular space /// adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway /// synaptic transmission /// extracellular region /// hormone activity /// DNA binding /// DNA repair /// cellular response to DNA damage stimulus	full-length
7897685	UbiA prenyltransferase domain containing 1	UBIAD1	29914	1p36.22	prenyltransferase activity /// protein binding /// nucleus /// cytoplasm /// endoplasmic reticulum /// endoplasmic reticulum membrane /// ubiquinone biosynthetic process /// ubiquinone biosynthetic process /// menaquinone biosynthetic process /// menaquinone biosynthetic process /// membrane /// antioxidant activity /// integral component of Golgi membrane /// mitochondrial membrane /// vitamin K biosynthetic process /// vitamin K biosynthetic process /// Golgi membrane /// prenyltransferase activity /// nucleus /// cytoplasm /// mitochondrion /// endoplasmic reticulum /// Golgi apparatus /// membrane /// integral component of membrane /// transferase activity /// metabolic process	full-length
7897877	tumor necrosis factor receptor superfamily, member 1B	TNFRSF1B	7133	1p36.22	tumor necrosis factor-activated receptor activity /// protein binding /// extracellular region /// nucleus /// plasma membrane /// integral component of plasma membrane /// inflammatory response /// immune response /// multicellular organismal development /// aging /// intrinsic apoptotic signaling pathway in response to DNA damage /// ubiquitin protein ligase binding /// tumor necrosis factor-mediated signaling pathway /// regulation of cell proliferation /// regulation of apoptotic process /// neuronal cell body /// varicosity /// positive regulation of MAPK cascade /// membrane raft /// perinuclear region of cytoplasm /// negative regulation of inflammatory response /// RNA destabilization /// positive regulation of membrane protein ectodomain proteolysis /// cellular response to lipopolysaccharide /// cellular response to growth factor stimulus /// apoptotic signaling pathway /// extrinsic apoptotic signaling pathway /// tumor necrosis factor-activated receptor activity /// plasma membrane /// integral component of plasma membrane /// apoptotic process /// inflammatory response /// inflammatory response /// immune response /// immune response /// cell surface receptor signaling pathway /// multicellular organismal development /// membrane /// integral component of membrane /// axon /// response to lipopolysaccharide /// regulation of cell proliferation /// regulation of apoptotic process /// positive regulation of MAPK cascade /// apoptotic signaling pathway /// tumor necrosis factor-mediated signaling pathway /// protein binding	full-length
7897966	chromosome 1 open reading frame 158 /// PRAME family member 12	C1orf158 /// PRAMEF12	93190 /// 390999	1p36.21	positive regulation of cell proliferation /// retinoic acid receptor binding /// negative regulation of apoptotic process /// negative regulation of cell differentiation /// negative regulation of transcription, DNA-templated /// negative regulation of retinoic acid receptor signaling pathway	full-length
7898034	PRAME family member 1 /// PRAME family member 22 /// PRAME family member 18 /// PRAME family member 10 /// PRAME family member 15 /// PRAME family member 33, pseudogene /// PRAME family member 28 /// PRAME family member 13	PRAMEF1 /// PRAMEF22 /// PRAMEF18 /// PRAMEF10 /// PRAMEF15 /// PRAMEF33P /// PRAMEF28 /// PRAMEF13	65121 /// 653606 /// 391003 /// 343071 /// 653619 /// 645382 /// 102724742 /// 400736	1p36.21	positive regulation of cell proliferation /// retinoic acid receptor binding /// negative regulation of apoptotic process /// negative regulation of cell differentiation /// negative regulation of transcription, DNA-templated /// negative regulation of retinoic acid receptor signaling pathway	full-length
7898176	chymotrypsin-like elastase family, member 2A /// chymotrypsin-like elastase family, member 2B	CELA2A /// CELA2B	63036 /// 51032	1p36.21	serine-type endopeptidase activity /// extracellular space /// proteolysis /// serine hydrolase activity /// keratohyalin granule /// serine-type endopeptidase activity /// extracellular region /// extracellular space /// proteolysis /// proteolysis /// peptidase activity /// serine-type peptidase activity /// hydrolase activity /// extracellular region /// protein binding	full-length
7898249	solute carrier family 25, member 34	SLC25A34	284723	1p36.21	mitochondrial inner membrane /// transport /// integral component of membrane /// mitochondrion /// membrane	full-length
7898355	---	---	---	1p36.13	---	---
7898483	Rho guanine nucleotide exchange factor 10 like	ARHGEF10L	55160	1p36.13	Rho guanyl-nucleotide exchange factor activity /// cytoplasm /// regulation of Rho protein signal transduction /// positive regulation of GTPase activity /// guanyl-nucleotide exchange factor activity /// cytosol /// GTPase activator activity /// SREBP signaling pathway /// positive regulation of GTPase activity /// positive regulation of stress fiber assembly /// protein binding	full-length
7898549	MRT4 homolog, ribosome maturation factor	MRTO4	51154	1p36.13	protein binding /// nucleus /// nucleoplasm /// nucleolus /// cytoplasm /// nuclear membrane /// ribosome biogenesis /// poly(A) RNA binding /// intracellular /// nucleus /// nucleolus /// ribosome /// ribonucleoprotein complex	full-length
7898623	UBX domain protein 10	UBXN10	127733	1p36.12	protein binding	full-length
7898750	zinc finger and BTB domain containing 40	ZBTB40	9923	1p36.12	DNA binding /// nucleus /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// cellular response to DNA damage stimulus /// bone mineralization /// metal ion binding /// molecular_function /// nucleic acid binding /// nucleus /// protein binding	full-length
7898894	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1	PITHD1	57095	1p36.11	nucleus	full-length
7899023	low density lipoprotein receptor adaptor protein 1	LDLRAP1	26119	1p36.11	beta-amyloid binding /// phosphotyrosine binding /// protein binding /// phosphatidylinositol-4,5-bisphosphate binding /// early endosome /// cytosol /// neurofilament /// transport /// receptor-mediated endocytosis /// cholesterol metabolic process /// cytoplasmic side of plasma membrane /// basal plasma membrane /// positive regulation of signal transduction /// AP-1 adaptor complex /// AP-2 adaptor complex /// receptor signaling complex scaffold activity /// clathrin binding /// axon /// receptor internalization /// signaling adaptor activity /// AP-2 adaptor complex binding /// clathrin adaptor activity /// cholesterol homeostasis /// amyloid precursor protein metabolic process /// regulation of protein binding /// positive regulation of receptor-mediated endocytosis /// low-density lipoprotein particle receptor binding /// recycling endosome /// regulation of establishment of protein localization to plasma membrane /// receptor-mediated endocytosis of low-density lipoprotein particle involved in cholesterol transport /// positive regulation of cholesterol metabolic process /// cytoplasm /// neurofilament /// lipid metabolic process /// endocytosis /// steroid metabolic process /// cholesterol metabolic process /// axon /// protein binding	full-length
7899187	high mobility group nucleosomal binding domain 2	HMGN2	3151	1p36.11	chromatin /// protein binding /// nucleus /// cytoplasm /// nucleosomal DNA binding /// poly(A) RNA binding /// DNA binding	full-length
7899343	G protein-coupled receptor 3	GPR3	2827	1p36.11	G-protein coupled receptor activity /// protein binding /// integral component of plasma membrane /// adenylate cyclase-activating G-protein coupled receptor signaling pathway /// regulation of meiotic nuclear division /// plasma membrane /// integral component of membrane /// membrane /// cytosol /// signal transducer activity /// G-protein coupled receptor activity /// signal transduction /// G-protein coupled receptor signaling pathway /// positive regulation of cytosolic calcium ion concentration /// positive regulation of cAMP metabolic process	full-length
7899377	protein phosphatase 1, regulatory subunit 8	PPP1R8	5511	1p35.3	DNA binding /// RNA binding /// endonuclease activity /// protein serine/threonine phosphatase inhibitor activity /// protein binding /// nucleus /// nucleoplasm /// spliceosomal complex /// cytoplasm /// transcription, DNA-templated /// regulation of transcription, DNA-templated /// mRNA processing /// RNA catabolic process /// cell proliferation /// RNA splicing /// protein phosphatase type 1 regulator activity /// ribonuclease E activity /// nuclear speck /// negative regulation of catalytic activity /// negative regulation of catalytic activity /// RNA phosphodiester bond hydrolysis /// RNA binding /// nuclease activity /// protein phosphatase inhibitor activity /// nucleus /// nuclear speck /// hydrolase activity /// regulation of catalytic activity /// nucleic acid phosphodiester bond hydrolysis /// protein binding	full-length
7899486	tRNA selenocysteine 1 associated protein 1	TRNAU1AP	54952	1p35.3	nucleotide binding /// selenocysteine incorporation /// nucleus /// cytoplasm /// poly(A) RNA binding /// selenocysteine incorporation /// nucleic acid binding /// RNA binding /// nucleus /// translation /// protein binding	full-length
